system   D            wsystem.c:583  maybe_parent_dir                 [   0.00042] Also searching C:\Users\Jay Jay\Downloads\ALLEGROOP v4.9\
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.31170] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.31171] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.31172] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.31172] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.31173] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.31174] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.31175] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.31176] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.31177] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.31178] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.31248] added dtor for object 03441078, func 5F302590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.31398] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.31400] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.32042] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.32043] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.32044] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.32045] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.32046] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.32046] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.32047] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.32048] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.32049] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.32049] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.32050] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.32051] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.32052] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.32230] added dtor for object 03441D88, func 5F302590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.32956] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.32959] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.35854] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.35856] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.35857] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.35858] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.35859] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.35859] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.35860] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.35861] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.35862] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.35862] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.35863] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.35864] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.35865] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.35985] added dtor for object 03443B38, func 5F302590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.36042] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.36044] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.36386] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.36389] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.36390] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.36391] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.36392] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.36393] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.36393] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.36394] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.36395] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.36396] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.36396] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.36397] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.36398] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.36436] added dtor for object 14C45D40, func 5F302590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.36494] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.36495] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.36630] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.36632] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.36954] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.36955] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.36956] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.36957] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.36957] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.36958] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.36959] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.36960] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.36960] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.36961] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.36962] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.36963] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.36964] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.37005] added dtor for object 0343F878, func 5F302590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.37071] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.37073] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.37209] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.37211] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37485] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37487] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37487] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37489] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37490] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37492] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37493] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37493] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37494] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.37495] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.37495] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.37496] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.37497] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.37523] added dtor for object 04DB6890, func 5F302590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.37542] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.37544] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.37596] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.37598] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37639] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37640] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37641] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37642] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37643] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37643] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37644] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37645] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37646] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.37646] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.37647] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.37648] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.37649] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.37678] added dtor for object 04F9DBC0, func 5F302590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.37695] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.37696] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.37749] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.37750] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37792] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37793] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37794] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37795] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37796] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37797] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37798] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37798] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.37799] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.37800] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.37801] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.37802] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.37802] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.37830] added dtor for object 04DD9018, func 5F302590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.37853] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.37855] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.37896] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.37897] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.37918] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.37919] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38777] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38778] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38779] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38780] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38780] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38781] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38782] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38783] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38783] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.38784] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.38785] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.38786] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.38786] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.38828] added dtor for object 04DDF3A8, func 5F302590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.38851] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.38853] _al_d3d_sync_bitmap (video) ref count == 1
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   1.38962] Loading sample levelone.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   1.39080] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   1.39081] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   1.39082] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   1.39083] total_samples 1300608
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   1.39083] total_size 5202432
dtor     D               dtor.c:184  _al_register_destructor          [   1.57038] added dtor for object 04DDF2A0, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   1.57044] Loading sample battle.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   1.57178] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   1.57180] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   1.57180] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   1.57181] total_samples 2706048
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   1.57182] total_size 10824192
dtor     D               dtor.c:184  _al_register_destructor          [   1.92951] added dtor for object 04E9D428, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   1.92957] Loading sample themesong.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   1.93097] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   1.93098] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   1.93098] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   1.93099] total_samples 4636800
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   1.93100] total_size 18547200
dtor     D               dtor.c:184  _al_register_destructor          [   2.51706] added dtor for object 04E9D480, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   2.51712] Loading sample gameover.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   2.51838] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   2.51840] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   2.51840] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   2.51841] total_samples 486144
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   2.51842] total_size 1944576
dtor     D               dtor.c:184  _al_register_destructor          [   2.58692] added dtor for object 04E9D4D8, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   2.58698] Loading sample victorysong.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   2.58828] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   2.58829] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   2.58830] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   2.58830] total_samples 1768320
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   2.58831] total_size 7073280
dtor     D               dtor.c:184  _al_register_destructor          [   2.82164] added dtor for object 04E9D530, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   2.82169] Loading sample saveloadsound.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   2.82291] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   2.82292] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   2.82293] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   2.82294] total_samples 7077888
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   2.82294] total_size 28311552
dtor     D               dtor.c:184  _al_register_destructor          [   3.80605] added dtor for object 04E9D588, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   3.80611] Loading sample hittingsound2.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   3.80762] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   3.80763] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   3.80764] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   3.80764] total_samples 31104
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   3.80766] total_size 124416
dtor     D               dtor.c:184  _al_register_destructor          [   3.81423] added dtor for object 04E9D5E0, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   3.81428] Loading sample flee.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   3.81558] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   3.81559] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   3.81560] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   3.81561] total_samples 36864
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   3.81562] total_size 147456
dtor     D               dtor.c:184  _al_register_destructor          [   3.82434] added dtor for object 14B6FE00, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   3.82437] Loading sample fire.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   3.82533] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   3.82534] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   3.82535] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   3.82536] total_samples 42924
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   3.82536] total_size 171696
dtor     D               dtor.c:184  _al_register_destructor          [   3.83524] added dtor for object 14B6FE58, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   3.83528] Loading sample click.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   3.83688] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   3.83689] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   3.83690] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   3.83691] total_samples 22026
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   3.83691] total_size 88104
dtor     D               dtor.c:184  _al_register_destructor          [   3.84206] added dtor for object 14D0BEF8, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   3.84208] Loading sample ice.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   3.84310] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   3.84311] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   3.84312] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   3.84312] total_samples 44087
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   3.84313] total_size 176348
dtor     D               dtor.c:184  _al_register_destructor          [   3.85234] added dtor for object 14D0BF50, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   3.85238] Loading sample thunder.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   3.85330] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   3.85331] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   3.85331] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   3.85332] total_samples 43987
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   3.85333] total_size 175948
dtor     D               dtor.c:184  _al_register_destructor          [   3.86237] added dtor for object 14D0BFA8, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   3.86242] Loading sample worldmap.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   3.86379] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   3.86381] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   3.86382] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   3.86382] total_samples 2651904
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   3.86383] total_size 10607616
dtor     D               dtor.c:184  _al_register_destructor          [   4.23130] added dtor for object 033F0240, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   4.23135] Loading sample shopsound.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   4.23271] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   4.23272] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   4.23273] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   4.23274] total_samples 1836288
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   4.23274] total_size 7345152
dtor     D               dtor.c:184  _al_register_destructor          [   4.48538] added dtor for object 033F0298, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   4.48543] Loading sample selectsound.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   4.48626] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   4.48627] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   4.48628] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   4.48629] total_samples 16138
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   4.48629] total_size 64552
dtor     D               dtor.c:184  _al_register_destructor          [   4.49296] added dtor for object 033F02F0, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   4.49299] Loading sample heal.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   4.49362] channels 1
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   4.49363] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   4.49364] rate 22050
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   4.49365] total_samples 23482
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   4.49366] total_size 46964
dtor     D               dtor.c:184  _al_register_destructor          [   4.49943] added dtor for object 14AFE190, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   4.49947] Loading sample barrier.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   4.50010] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   4.50011] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   4.50012] rate 48000
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   4.50013] total_samples 26460
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   4.50013] total_size 105840
dtor     D               dtor.c:184  _al_register_destructor          [   4.50734] added dtor for object 14AFE1E8, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   4.50736] Loading sample buystuffsound.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   4.50796] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   4.50797] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   4.50798] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   4.50798] total_samples 14285
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   4.50799] total_size 57140
dtor     D               dtor.c:184  _al_register_destructor          [   4.51249] added dtor for object 14AFE240, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   4.51254] Loading sample squidwalk.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   4.51336] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   4.51337] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   4.51338] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   4.51338] total_samples 480384
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   4.51339] total_size 1921536
dtor     D               dtor.c:184  _al_register_destructor          [   4.57967] added dtor for object 14AFE298, func 5F302379
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   4.57972] Loading sample squidattack.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   4.58040] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   4.58041] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   4.58042] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   4.58042] total_samples 61056
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   4.58043] total_size 244224
